name;score;Rating_id;Genre_id;year;director;Countries_id;company;runtime
Planes, Trains & Automobiles;7.6;3;15;1987;John Hughes;1;Paramount Pictures;93
Can't Buy Me Love;6.8;1;15;1987;Steve Rash;1;Touchstone Pictures;94
Overboard;6.9;6;15;1987;Garry Marshall;1;Metro-Goldwyn-Mayer (MGM);112
Beverly Hills Cop II;6.5;3;0;1987;Tony Scott;1;Paramount Pictures;100
Superman IV: The Quest for Peace;3.7;6;0;1987;Sidney J. Furie;22;Cannon Films;90
The Secret of My Success;6.5;1;15;1987;Herbert Ross;1;Rastar Pictures;111
Withnail & I;7.6;3;15;1987;Bruce Robinson;22;Cineplex Odeon Films;107
Evil Dead II;7.7;3;15;1987;Sam Raimi;1;Renaissance Pictures;84
Summer School;6.6;1;15;1987;Carl Reiner;1;Paramount Pictures;97
Innerspace;6.8;6;0;1987;Joe Dante;1;Warner Bros.;120
The Living Daylights;6.7;6;0;1987;John Glen;22;Eon Productions;130
Over the Top;5.8;6;0;1987;Menahem Golan;1;The Cannon Group;93
The Last Emperor;7.7;1;11;1987;Bernardo Bertolucci;22;Recorded Picture Company (RPC);163
Less Than Zero;6.4;3;10;1987;Marek Kanievska;1;Twentieth Century Fox;98
Three Men and a Baby;6.1;6;15;1987;Leonard Nimoy;1;Touchstone Pictures;102
La Bamba;6.9;1;11;1987;Luis Valdez;1;Columbia Pictures;108
Revenge of the Nerds II: Nerds in Paradise;5.1;1;15;1987;Joe Roth;1;Twentieth Century Fox;88
The Monster Squad;7.0;1;0;1987;Fred Dekker;1;TAFT Entertainment Pictures;79
Prince of Darkness;6.7;3;2;1987;John Carpenter;1;Alive Films;102
Wings of Desire;8.0;1;7;1987;Wim Wenders;24;Road Movies Filmproduktion;128
Maurice;7.7;3;7;1987;James Ivory;22;Merchant Ivory Productions;140
Broadcast News;7.2;3;15;1987;James L. Brooks;1;Amercent Films;133
Harry and the Hendersons;6.0;6;15;1987;William Dear;1;Amblin Entertainment;110
Creepshow 2;6.1;3;12;1987;Michael Gornick;1;New World Pictures;92
Police Academy 4: Citizens on Patrol;5.0;6;15;1987;Jim Drake;1;Warner Bros.;88
The Stepfather;6.8;3;2;1987;Joseph Ruben;22;Incorporated Television Company (ITC);89
My Best Friend Is a Vampire;6.1;6;15;1987;Jimmy Huston;1;Kings Road Entertainment;89
Flowers in the Attic;5.7;1;7;1987;Jeffrey Bloom;1;New World Pictures;93
*batteries not included;6.7;6;15;1987;Matthew Robbins;1;Universal Pictures;106
Roxanne;6.6;6;15;1987;Fred Schepisi;1;Columbia Pictures Industries;107
Dragnet;6.0;1;15;1987;Tom Mankiewicz;1;Applied 0;106
Throw Momma from the Train;6.3;1;15;1987;Danny DeVito;1;Orion Pictures;88
Amazon Women on the Moon;6.2;3;15;1987;Directors;1;Universal Pictures;85
Teen Wolf Too;3.4;6;15;1987;Christopher Leitch;1;Atlantic Entertainment Group;95
Baby Boom;6.3;6;15;1987;Charles Shyer;1;United Artists;110
84 Charing Cross Road;7.5;6;11;1987;David Hugh Jones;22;Brooksfilms;100
The Gate;6.1;1;12;1987;Tibor Takács;27;New Century Entertainment;85
Ernest Goes to Camp;5.5;6;15;1987;John R. Cherry III;1;Emshell Producers;92
Aria;5.8;3;15;1987;Directors;22;Lightyear Entertainment;90
Hamburger Hill;6.7;3;0;1987;John Irvin;1;RKO Pictures;110
Cherry 2000;5.6;1;0;1987;Steve De Jarnatt;1;Orion Pictures;99
The Hidden;7.0;3;2;1987;Jack Sholder;1;Heron Communications;97
The Bedroom Window;6.4;3;10;1987;Curtis Hanson;1;De Laurentiis Entertainment Group (DEG);112
Barfly;7.2;3;15;1987;Barbet Schroeder;1;Golan-Globus Productions;100
Maid to Order;5.5;6;12;1987;Amy Holden Jones;1;Vista Organization;93
Blind Date;6.0;1;15;1987;Blake Edwards;1;TriStar Pictures;95
Au Revoir les Enfants;8.0;6;7;1987;Louis Malle;17;Nouvelles Éditions de Films (NEF);104
Rita, Sue and Bob Too;6.5;3;15;1987;Alan Clarke;22;British Screen Productions;93
Hope and Glory;7.3;1;15;1987;John Boorman;22;Columbia Pictures;113
No Man's Land;6.1;3;10;1987;Peter Werner;1;Orion Pictures;106
Ishtar;4.5;1;0;1987;Elaine May;1;Columbia Pictures;107
Tough Guys Don't Dance;4.8;3;15;1987;Norman Mailer;1;Golan-Globus Productions;110
Stakeout;6.6;3;0;1987;John Badham;1;Touchstone Pictures;117
Babette's Feast;7.8;7;7;1987;Gabriel Axel;31;Panorama Film A/S;103
The Garbage Pail Kids Movie;2.6;6;1;1987;Rod Amateau;1;Atlantic Entertainment Group;100
Radio Days;7.5;6;15;1987;Woody Allen;1;Jack Rollins & Charles H. Joffe Productions;88
Bagdad Cafe;7.4;6;15;1987;Percy Adlon;24;Pelemele Film;95
Project X;6.1;6;15;1987;Jonathan Kaplan;1;Amercent Films;108
Three O'Clock High;7.1;1;15;1987;Phil Joanou;1;Aaron Spelling Productions;101
The Barbarians;5.0;3;0;1987;Ruggero Deodato;33;Canon Italia S.r.l.;87
North Shore;6.5;6;0;1987;William Phelps;1;Finnegan/Pinchuk Productions;96
The Believers;6.1;3;10;1987;John Schlesinger;1;Orion Pictures;114
House II: the Second Story;5.4;1;15;1987;Ethan Wiley;1;New World Pictures;88
Death Wish 4: The Crackdown;5.4;3;0;1987;J. Lee Thompson;1;Golan-Globus Productions;99
House of Games;7.3;3;10;1987;David Mamet;1;Filmhaus;102
Cry Freedom;7.4;6;11;1987;Richard Attenborough;22;Universal Pictures;157
Man on Fire;5.9;3;0;1987;Élie Chouraqui;17;7 Films Cinéma;92
Assassination;5.2;1;0;1987;Peter R. Hunt;1;The Cannon Group;88
The Pick-up Artist;5.3;1;15;1987;James Toback;1;Amercent Films;81
Back to the Beach;5.9;6;15;1987;Lyndall Hobbs;1;Paramount Pictures;92
Someone to Watch Over Me;6.1;3;10;1987;Ridley Scott;1;Columbia Pictures;106
Born in East L.A.;6.0;3;15;1987;Cheech Marin;1;Clear Type;85
Ironweed;6.7;3;7;1987;Hector Babenco;1;Home Box Office (HBO);143
Who's That Girl;4.8;6;15;1987;James Foley;1;The Guber-Peters Company;92
Extreme Prejudice;6.6;3;0;1987;Walter Hill;1;Carolco Pictures;104
Matewan;7.9;1;7;1987;John Sayles;1;Cinecom Entertainment Group;135
Pelle the Conqueror;7.8;1;7;1987;Bille August;31;Per Holst Filmproduktion;157
Suspect;6.6;3;10;1987;Peter Yates;1;TriStar Pictures;121
The Fourth Protocol;6.6;3;8;1987;John Mackenzie;22;Fourth Protocol;119
The Chipmunk 1;7.2;7;14;1987;Janice Karman;1;Bagdasarian Productions;77
The Allnighter;4.2;1;15;1987;Tamar Simon Hoffs;1;Aurora Productions LLC;108
Prom Night II;5.7;3;2;1987;Bruce Pittman;27;British Columbia Television;97
Hiding Out;6.4;1;15;1987;Bob Giraldi;1;De Laurentiis Entertainment Group (DEG);98
White Water Summer;6.2;6;1;1987;Jeff Bleckner;1;Columbia Pictures;90
Made in Heaven;6.4;6;15;1987;Alan Rudolph;1;Lorimar Motion Pictures;103
Best Seller;6.5;3;0;1987;John Flynn;1;Hemdale;95
Date with an Angel;5.7;6;15;1987;Tom McLoughlin;1;De Laurentiis Entertainment Group (DEG);105
Hunk;4.7;6;15;1987;Lawrence Bassoff;1;Marimark Productions;102
Real Men;6.1;1;0;1987;Dennis Feldman;1;United Artists;85
Critical Condition;5.4;3;15;1987;Michael Apted;1;Paramount Pictures;97
A Month in the Country;6.9;6;7;1987;Pat O'Connor;22;Channel Four Films;96
Outrageous Fortune;6.2;3;15;1987;Arthur Hiller;1;Touchstone Pictures;99
Like Father Like Son;5.2;1;15;1987;Rod Daniel;1;Imagine Films Entertainment;100
Steel Dawn;5.1;3;0;1987;Lance Hool;1;Independent Film Centre;100
Tin Men;6.6;3;15;1987;Barry Levinson;1;Touchstone Pictures;112
The Big Town;5.9;3;7;1987;Ben Bolt;1;Albacore Productions Inc.;109
Light of Day;5.6;1;7;1987;Paul Schrader;1;TAFT Entertainment Pictures;107
Prison;5.8;3;10;1987;Renny Harlin;1;Empire Pictures;102
Wish You Were Here;6.8;3;15;1987;David Leland;22;Channel Four Films;88
Gandahar;7.1;6;14;1987;René Laloux;17;Col.Ima.Son;78
Street Smart;6.4;3;10;1987;Jerry Schatzberg;1;Golan-Globus Productions;97
The Curse;5.1;3;2;1987;David Keith;33;Trans World Entertainment (TWE);92
The House on Carroll Street;6.1;6;8;1987;Peter Yates;1;Orion Pictures;101
The Whales of August;7.3;11;7;1987;Lindsay Anderson;1;Alive Films;90
Prick Up Your Ears;7.3;3;11;1987;Stephen Frears;22;Zenith Entertainment;105
The Principal;6.3;3;0;1987;Christopher Cain;1;TriStar Pictures;109
American Ninja 2: The Confrontation;4.9;3;0;1987;Sam Firstenberg;1;Golan-Globus Productions;90
Housekeeping;7.2;6;15;1987;Bill Forsyth;1;Columbia Pictures;116
A Prayer for the Dying;6.3;3;0;1987;Mike Hodges;22;The Samuel Goldwyn Company;107
Slam Dance;5.3;3;10;1987;Wayne Wang;22;Zenith Entertainment;92
Rampage;6.2;3;7;1987;William Friedkin;1;De Laurentiis Entertainment Group (DEG);97
The Sicilian;5.4;3;0;1987;Michael Cimino;1;Gladden Entertainment;115
Silent Night, Deadly Night Part 2;3.8;3;2;1987;Lee Harry;1;Silent Night Releasing Corporation;88
Creepozoids;4.0;3;2;1987;David DeCoteau;1;Titan Productions;72
The Outing;5.1;3;2;1987;Tom Daley;1;H.I.T. Films;87
Nightflyers;4.3;3;2;1987;Robert Collector;1;Vista Organization;89
Fatal Beauty;5.4;3;0;1987;Tom Holland;1;Metro-Goldwyn-Mayer (MGM);104
Siesta;5.6;3;7;1987;Mary Lambert;1;Lorimar Motion Pictures;97
Leonard Part 6;2.2;6;0;1987;Paul Weiland;1;Columbia Pictures;85
Boyfriends and Girlfriends;7.6;6;15;1987;Éric Rohmer;17;Les Films du Losange;103
White Mischief;6.3;3;10;1987;Michael Radford;22;Columbia Pictures;107
White of the Eye;6.2;3;2;1987;Donald Cammell;22;Mrs. White's Productions;110
Hot Pursuit;5.8;1;15;1987;Steven Lisberger;1;RKO Pictures;93
Hollywood Shuffle;7.0;3;15;1987;Robert Townsend;1;Conquering Unicorn;78
The Dead;7.3;6;7;1987;John Huston;22;Vestron Pictures;83
Gardens of Stone;6.4;3;7;1987;Francis Ford Coppola;1;TriStar Pictures;111
Nuts;6.6;3;7;1987;Martin Ritt;1;Warner Bros.;116
Four 1s of Reinette and Mirabelle;7.6;11;15;1987;Éric Rohmer;17;Compagnie Eric Rohmer (CER);99
Walk Like a Man;4.8;6;15;1987;Melvin Frank;1;Metro-Goldwyn-Mayer (MGM);86
Cross My Heart;5.7;3;15;1987;Armyan Bernstein;1;Northern;90
Walker;6.6;3;11;1987;Alex Cox;1;In-Cine Compañía Industrial Cinematográfica;94
Malone;5.7;3;0;1987;Harley Cokeliss;1;Orion Pictures;92
Making Mr. Right;5.4;1;15;1987;Susan Seidelman;1;Barry & Enright Productions;98
Return to 2 High;4.3;3;15;1987;Bill Froehlich;1;Balcor Film Investors;95
Straight to Hell;5.7;3;0;1987;Alex Cox;22;Commies From Mars Corporation;86
Hello Again;5.3;6;15;1987;Frank Perry;1;Touchstone Pictures;96
Promised Land;5.7;3;7;1987;Michael Hoffman;1;Great American Films Limited Partnership;102
Dead of Winter;6.2;3;7;1987;Arthur Penn;1;Metro-Goldwyn-Mayer (MGM);100
No Retreat, No Surrender 2;5.1;3;1;1987;Corey Yuen;0;Seasonal Film Corporation;92
My Demon Lover;4.6;1;15;1987;Charlie Loventhal;1;New Line Cinema;90
15 Girl;6.2;3;10;1987;Abel Ferrara;1;Great American Films Limited Partnership;90
Five Corners;6.2;3;10;1987;Tony Bill;22;Cineplex Odeon Films;90
The Squeeze;4.7;1;0;1987;Roger Young;1;TriStar Pictures;101
Nadine;5.5;6;15;1987;Robert Benton;1;TriStar Pictures;83
Personal Services;6.4;3;15;1987;Terry Jones;22;British Screen Productions;105
Cyclone;4.5;3;0;1987;Fred Olen Ray;1;Cinetel Films;89
Three for the Road;5.3;6;7;1987;Bill Norton;1;Vista Organization;88
Little Dorrit;7.3;7;7;1987;Christine Edzard;22;Sands;357
The Year My Voice Broke;7.4;1;7;1987;John Duigan;36;Kennedy Miller Productions;103
The Belly of an Architect;7.0;3;7;1987;Peter Greenaway;22;Callender Company;119
Pass the Ammo;6.1;3;15;1987;David Beaird;1;The Vista Organisation;93
In the Mood;6.2;1;15;1987;Phil Alden Robinson;1;Kings Road Entertainment;98
Surrender;5.4;6;15;1987;Jerry Belson;1;The Cannon Group;105
Intervista;7.0;0;15;1987;Federico Fellini;33;Aljosha;105
Square Dance;5.9;1;7;1987;Daniel Petrie;1;Island Pictures;112
Shy People;6.7;3;7;1987;Andrey Konchalovskiy;1;The Cannon Group;118
A Man in Love;5.9;3;7;1987;Diane Kurys;17;Alexandre Films;125
Disorderlies;5.0;6;15;1987;Michael Schultz;1;Warner Bros.;86
Anguish;6.7;3;2;1987;Bigas Luna;25;Luna Films;89
September;6.5;6;7;1987;Woody Allen;1;Jack Rollins & Charles H. Joffe Productions;83
Oci ciornie;7.4;0;15;1987;Nikita Mikhalkov;33;Excelsior Film-TV;118
Burglar;5.2;3;15;1987;Hugh Wilson;27;Nelvana;103
The Kindred;5.6;3;2;1987;Stephen Carpenter;1;Kindred Limited Partnership;91
Julia and Julia;5.6;3;7;1987;Peter Del Monte;33;RAI Radiotelevisione Italiana;98
Russkies;5.6;6;7;1987;Rick Rosenthal;1;New Century Entertainment Corporation;99
Sister, Sister;5.4;3;7;1987;Bill Condon;1;New World Entertainment Films;91
From the Hip;6.2;6;15;1987;Bob Clark;1;De Laurentiis Entertainment Group (DEG);111
Death Before Dishonor;4.9;3;0;1987;Terry Leonard;1;Balcor Film Investors;91
Cold Steel;4.5;3;0;1987;Dorothy Ann Puzo;1;Cinetel Films;91
Million Dollar 16;5.1;6;15;1987;Richard Fleischer;1;De Laurentiis Entertainment Group (DEG);95
The Glass Menagerie;7.1;6;7;1987;Paul Newman;1;Cineplex Odeon Films;134
Anna;6.5;1;7;1987;Yurek Bogayevicz;1;Magnus Films;100
Die Hard;8.2;3;0;1988;John McTiernan;1;Twentieth Century Fox;132
Midnight Run;7.5;3;0;1988;Martin Brest;1;Universal Pictures;126
Beetlejuice;7.5;6;15;1988;Tim Burton;1;The Geffen Company;92
Big;7.3;6;15;1988;Penny Marshall;1;American Entertainment Partners II L.P.;104
Rain Man;8.0;3;7;1988;Barry Levinson;1;United Artists;133
Running on Empty;7.7;1;10;1988;Sidney Lumet;1;Double Play;116
They Live;7.3;3;0;1988;John Carpenter;1;Alive Films;94
Willow;7.3;6;0;1988;Ron Howard;22;Metro-Goldwyn-Mayer (MGM);126
Crocodile Dundee II;5.6;6;0;1988;John Cornell;36;Paramount Pictures;108
Heathers;7.2;3;15;1988;Michael Lehmann;1;New World Pictures;103
Coming to America;7.1;3;15;1988;John Landis;1;Paramount Pictures;117
Who Framed Roger Rabbit;7.7;6;14;1988;Robert Zemeckis;1;Touchstone Pictures;104
Mystic Pizza;6.3;3;15;1988;Donald Petrie;1;Night Life Inc.;104
Akira;8.0;3;14;1988;Katsuhiro Ôtomo;21;Akira Committee Company Ltd.;124
Cinema Paradiso;8.5;6;7;1988;Giuseppe Tornatore;33;Cristaldifilm;155
Mississippi Burning;7.8;3;10;1988;Alan Parker;1;Orion Pictures;128
Child's Play;6.6;3;12;1988;Tom Holland;1;United Artists;87
Twins;6.1;6;15;1988;Ivan Reitman;1;Universal Pictures;107
The Naked Gun: from the Files of Police Squad!;7.6;1;15;1988;David Zucker;1;Paramount Pictures;85
The Great Outdoors;6.6;6;15;1988;Howard Deutch;1;Universal Pictures;91
Cocktail;5.9;3;15;1988;Roger Donaldson;1;Touchstone Pictures;104
My Neighbor Totoro;8.2;7;14;1988;Hayao Miyazaki;21;Tokuma 21 Communications;86
Young Guns;6.9;3;0;1988;Christopher Cain;1;Morgan Creek Entertainment;107
A Fish Called Wanda;7.5;3;15;1988;Charles Crichton;22;Metro-Goldwyn-Mayer (MGM);108
Working Girl;6.8;3;15;1988;Mike Nichols;1;Twentieth Century Fox;113
Bloodsport;6.8;3;0;1988;Newt Arnold;1;Cannon International;92
The Last Temptation of Christ;7.5;3;7;1988;Martin Scorsese;27;Universal Pictures;164
Married to the Mob;6.2;3;15;1988;Jonathan Demme;1;Orion Pictures;104
The Land Before Time;7.4;7;14;1988;Don Bluth;1;Lucasfilm;69
Rambo III;5.8;3;0;1988;Peter MacDonald;1;Carolco Pictures;102
The Accused;7.2;3;10;1988;Jonathan Kaplan;27;Paramount Pictures;111
Dangerous Liaisons;7.6;3;7;1988;Stephen Frears;1;Lorimar Film Entertainment;119
Earth Girls Are Easy;5.4;6;15;1988;Julien Temple;22;De Laurentiis Entertainment Group (DEG);100
Hairspray;7.0;6;15;1988;John Waters;1;New Line Cinema;92
Dead Ringers;7.3;3;7;1988;David Cronenberg;27;Morgan Creek Entertainment;116
Bull Durham;7.1;3;15;1988;Ron Shelton;1;The Mount Company;108
The Big Blue;7.6;6;1;1988;Luc Besson;17;Gaumont;168
The Unbearable Lightness of Being;7.3;3;7;1988;Philip Kaufman;8;The Saul Zaentz Company;171
The Blob;6.5;3;2;1988;Chuck Russell;1;TriStar Pictures;95
Oliver & Company;6.7;7;14;1988;George Scribner;1;Walt Disney 14 Studios;74
Two Moon Junction;5.1;3;7;1988;Zalman King;1;DDM Film Corporation;104
Beaches;6.9;1;15;1988;Garry Marshall;1;All Girl Productions;123
Red Heat;6.1;3;0;1988;Walter Hill;1;Carolco Pictures;104
A Nightmare on Elm Street 4: The Dream Master;5.7;3;2;1988;Renny Harlin;1;New Line Cinema;93
The Accidental Tourist;6.8;6;7;1988;Lawrence Kasdan;1;Warner Bros.;121
The 1s of Baron Munchausen;7.2;6;1;1988;Terry Gilliam;22;Prominent Features;126
Killer Klowns from Outer Space;6.2;1;15;1988;Stephen Chiodo;1;Sarlui / Diamant;88
Halloween 4: The Return of Michael Myers;5.9;3;2;1988;Dwight H. Little;1;Trancas International Films;88
Elvira: Mistress of the Dark;6.6;1;15;1988;James Signorelli;1;NBC Productions;96
Mac and Me;3.4;6;1;1988;Stewart Raffill;1;Mac and Me Joint Venture;99
Above the Law;6.0;3;0;1988;Andrew Davis;1;Warner Bros.;99
Scrooged;7.0;1;15;1988;Richard Donner;1;Paramount Pictures;101
The Dead Pool;6.3;3;0;1988;Buddy Van Horn;1;Warner Bros.;91
I'm Gonna Git You Sucka;6.6;3;0;1988;Keenen Ivory Wayans;1;Front Films;88
Pumpkinhead;6.2;3;12;1988;Stan Winston;1;De Laurentiis Entertainment Group (DEG);86
Dirty Rotten Scoundrels;7.4;6;15;1988;Frank Oz;1;Orion Pictures;110
Friday the 13th Part VII: the New Blood;5.3;3;2;1988;John Carl Buechler;1;Paramount Pictures;88
License to Drive;6.3;1;15;1988;Greg Beeman;1;Twentieth Century Fox;88
Hellbound: Hellraiser II;6.5;3;2;1988;Tony Randel;22;New World Pictures;97
Frantic;6.9;3;10;1988;Roman Polanski;17;Warner Bros.;120
Colors;6.7;3;0;1988;Dennis Hopper;1;Orion Pictures;120
My Stepmother Is an Alien;5.4;1;15;1988;Richard Benjamin;1;Weintraub Entertainment Group;105
A Cry in the Dark;6.9;1;11;1988;Fred Schepisi;36;Cannon Entertainment;120
The Lair of the White Worm;5.9;3;15;1988;Ken Russell;22;White Lair;93
High Spirits;5.8;1;15;1988;Neil Jordan;14;Vision PDG;99
Vampire's Kiss;6.0;3;15;1988;Robert Bierman;1;Hemdale;103
Return of the Living Dead II;5.8;3;15;1988;Ken Wiederhorn;1;Lorimar Motion Pictures;89
The New 1s of Pippi Longstocking;5.9;7;1;1988;Ken Annakin;8;Columbia Pictures;100
Eight Men Out;7.2;6;7;1988;John Sayles;1;Orion Pictures;119
Stand and Deliver;7.3;6;11;1988;Ramón Menéndez;1;American Playhouse;103
Maniac Cop;6.0;3;0;1988;William Lustig;1;Shapiro-Glickenhaus Entertainment;85
Women on the Verge of a Nervous Breakdown;7.6;3;15;1988;Pedro Almodóvar;25;Laurenfilm;88
She's Having a Baby;5.9;1;15;1988;John Hughes;1;Paramount Pictures;106
Police Academy 5: Assignment: Miami Beach;4.6;6;15;1988;Alan Myerson;1;Warner Bros.;90
Tequila Sunrise;6.1;3;10;1988;Robert Towne;1;Cinema City Films;115
Night of the Demons;6.2;3;15;1988;Kevin Tenney;1;Blue Rider Pictures;90
Biloxi Blues;6.6;1;15;1988;Mike Nichols;1;Rastar Pictures;106
Shag;6.4;6;15;1988;Zelda Barron;22;Palace Pictures;98
Cocoon: the Return;5.4;6;1;1988;Daniel Petrie;1;Zanuck/Brown Productions;116
Poltergeist III;4.7;6;2;1988;Gary Sherman;1;Metro-Goldwyn-Mayer (MGM);98
Waxwork;6.2;3;15;1988;Anthony Hickox;1;Palla;95
Funny Farm;6.2;6;15;1988;George Roy Hill;1;Cornelius Productions;101
As Tears Go By;7.0;11;10;1988;Kar-Wai Wong;0;In-Gear Film Production;102
Fright Night Part 2;5.9;3;15;1988;Tommy Lee Wallace;1;Vista Organization;104
Caddyshack II;3.8;6;15;1988;Allan Arkush;1;The Guber-Peters Company;98
School Daze;6.0;3;15;1988;Spike Lee;1;Columbia Pictures;121
Johnny Be Good;4.6;3;15;1988;Bud S. Smith;1;Zacharias-Buhai Productions;91
Taffin;5.5;3;0;1988;Francis Megahy;22;United British Artists (UBA);96
Short Circuit 2;5.7;6;15;1988;Kenneth Johnson;1;TriStar Pictures;110
The Serpent and the Rainbow;6.5;3;12;1988;Wes Craven;1;Universal Pictures;98
A Night in the Life of Jimmy Reardon;5.5;3;15;1988;William Richert;1;Island Pictures;90
The Presidio;6.0;3;0;1988;Peter Hyams;1;Paramount Pictures;97
Big Business;6.4;6;15;1988;Jim Abrahams;1;Touchstone Pictures;97
Monkey Shines;6.2;3;7;1988;George A. Romero;1;Orion Pictures;113
The Seventh Sign;5.9;3;7;1988;Carl Schultz;1;TriStar Pictures;97
Time of the Gypsies;8.2;3;15;1988;Emir Kusturica;10;Forum Sarajevo;142
Masquerade;6.1;3;7;1988;Bob Swaim;1;Metro-Goldwyn-Mayer (MGM);91
Phantasm II;6.5;3;0;1988;Don Coscarelli;1;Spacegate Productions;97
Tucker: The Man and His Dream;6.9;6;11;1988;Francis Ford Coppola;1;Lucasfilm;110
0 Jackson;5.4;3;0;1988;Craig R. Baxley;1;Lorimar Film Entertainment;96
Bright Lights, Big City;5.7;3;7;1988;James Bridges;1;United Artists;107
Shoot to Kill;6.8;3;0;1988;Roger Spottiswoode;1;Touchstone Pictures;110
The Beast of War;7.3;3;1;1988;Kevin Reynolds;1;A&M Films;111
Lady in White;6.7;1;12;1988;Frank LaLoggia;1;New Sky Communications Inc.;113
Gorillas in the Mist;7.0;1;11;1988;Michael Apted;1;Universal Pictures;129
Alien Nation;6.3;3;0;1988;Graham Baker;1;American Entertainment Partners II L.P.;91
Betrayed;6.3;3;10;1988;Costa-Gavras;21;United Artists;127
Miracle Mile;7.0;3;0;1988;Steve De Jarnatt;1;Hemdale;87
Buster;5.9;3;15;1988;David Green;22;The Movie Group;102
Big Top Pee-wee;5.1;6;1;1988;Randal Kleiser;1;Paramount Pictures;86
For Keeps?;5.9;1;15;1988;John G. Avildsen;1;TriStar Pictures;90
Appointment with Death;6.2;6;10;1988;Michael Winner;1;Golan-Globus Productions;102
Some Girls;5.8;3;15;1988;Michael Hoffman;22;Metro-Goldwyn-Mayer (MGM);94
Critters 2;5.5;1;15;1988;Mick Garris;1;New Line Cinema;86
Dead Heat;6.0;3;0;1988;Mark Goldblatt;1;New World Pictures;86
Talk Radio;7.3;3;7;1988;Oliver Stone;1;Cineplex Odeon Films;110
Satisf0;4.9;1;15;1988;Joan Freeman;1;National Broadcasting Company (NBC);92
The Bear;7.7;6;1;1988;Jean-Jacques Annaud;17;Price;96
The Milagro Beanfield War;6.9;3;15;1988;Robert Redford;1;Esparza;117
18 Again!;5.7;6;15;1988;Paul Flaherty;1;New World Entertainment Films;93
Vice Versa;5.9;6;15;1988;Brian Gilbert;1;Columbia Pictures;98
Fresh Horses;5.1;1;7;1988;David Anspaugh;1;Weintraub Entertainment Group;105
Bat*21;6.5;3;7;1988;Peter Markle;1;TriStar Pictures;105
Casual Sex?;5.0;3;15;1988;Geneviève Robert;1;Jascat;97
Jack's Back;5.9;3;10;1988;Rowdy Herrington;1;Cinema Group;97
Bird;7.2;3;11;1988;Clint Eastwood;1;The Malpaso Company;161
Stealing Home;6.7;1;7;1988;Steven Kampmann;1;The Mount Company;98
