name;score;Rating_id;Genre_id;year;director;Countries_id;company;runtime
Jacknife;6.3;3;7;1989;David Hugh Jones;1;Kings Road Entertainment;102
Dad;6.3;6;15;1989;Gary David Goldberg;1;Amblin Entertainment;117
Speed Zone;4.5;6;0;1989;Jim Drake;27;Canadian International Studios VIII;94
How to Get Ahead in Advertising;6.9;3;15;1989;Bruce Robinson;22;HandMade Films;90
Lisa;6.0;1;7;1989;Gary Sherman;1;Gary Sherman Productions;95
Out Cold;5.5;3;15;1989;Malcolm Mowbray;1;Braunstein and Hamady Productions;92
Longtime Companion;7.6;3;7;1989;Norman René;1;American Playhouse;96
Happily Ever After;5.6;7;14;1989;John Howley;1;Filmation Associates;75
Heart of Dixie;5.2;6;7;1989;Martin Davidson;1;;95
Tap;6.5;1;15;1989;Nick Castle;1;Beco Films;111
A Dry White Season;7.0;3;7;1989;Euzhan Palcy;1;Davros Films;106
The Phantom of the Opera;5.5;3;7;1989;Dwight H. Little;1;21st Century Film Corporation;93
The Experts;4.8;1;15;1989;Dave Thomas;27;Paramount Pictures;94
Triumph of the Spirit;6.8;3;11;1989;Robert M. Young;1;Nova International Films;120
The Unbelievable Truth;7.3;3;15;1989;Hal Hartley;1;0 Features;90
True Believer;6.7;3;10;1989;Joseph Ruben;1;Columbia Pictures;108
The 2 Show;5.0;3;2;1989;James Isaac;1;Sean S. Cunningham Films;95
The Tall Guy;6.2;3;15;1989;Mel Smith;22;London Weekend Television (LWT);92
The Toxic Avenger Part II;5.1;3;0;1989;Michael Herz;1;Lorimar Film Entertainment;102
Dead Bang;6.1;3;0;1989;John Frankenheimer;1;Lorimar Film Entertainment;102
9 Box;7.4;1;10;1989;Costa-Gavras;1;Carolco Pictures;124
Gross Anatomy;6.1;1;7;1989;Thom Eberhardt;1;Hill/Rosenman;109
Violent Cop;7.2;11;0;1989;Takeshi Kitano;21;Bandai Media Department;103
Renegades;5.4;3;0;1989;Jack Sholder;1;Morgan Creek Entertainment;106
Sing;6.9;1;7;1989;Richard Baskin;1;TriStar Pictures;98
Sweetie;6.8;3;15;1989;Jane Campion;36;Arenafilm;97
Listen to Me;5.3;1;7;1989;Douglas Day Stewart;1;Weintraub Entertainment Group;107
Miss Firecracker;6.0;6;15;1989;Thomas Schlamme;1;Corsair Pictures;102
The Rachel Papers;6.1;3;7;1989;Damian Harris;22;Initial Film and Television;95
Wired;3.7;3;11;1989;Larry Peerce;1;FM Entertainment;112
Lost Angels;6.0;3;7;1989;Hugh Hudson;1;;116
Jesus of Montreal;7.5;3;7;1989;Denys Arcand;27;Max Films Productions;120
Rooftops;4.8;3;0;1989;Robert Wise;1;Koch Company;98
After Midnight;5.5;3;2;1989;Jim Wheat;1;High Bar Productions;90
Disorganized 10;6.3;3;0;1989;Jim Kouf;1;Kouf/Bigelow Productions;98
Slaves of New York;5.7;3;15;1989;James Ivory;1;TriStar Pictures;124
Damned River;5.0;3;0;1989;Michael Schroeder;1;Metro-Goldwyn-Mayer (MGM);95
My Twentieth Century;7.1;0;15;1989;Ildikó Enyedi;19;Budapest Stúdió Vállalat;104
Scenes from the Class Struggle in Beverly Hills;6.0;3;15;1989;Paul Bartel;1;North Street Films;103
The Terror Within;4.8;3;2;1989;Thierry Notz;1;Concorde Pictures;88
Farewell to the King;6.3;1;0;1989;John Milius;1;Cine Location Services;117
See You in the Morning;5.8;1;7;1989;Alan J. Pakula;1;Lorimar Film Entertainment;119
I, Madman;6.0;3;12;1989;Tibor Takács;27;Trans World Entertainment (TWE);89
Immediate 13;6.0;1;7;1989;Jonathan Kaplan;1;Columbia Pictures;95
In Country;5.9;3;7;1989;Norman Jewison;1;Warner Bros.;120
Winter People;6.2;1;7;1989;Ted Kotcheff;1;Castle Rock Entertainment;110
Enemies, A Love Story;6.6;3;15;1989;Paul Mazursky;1;Morgan Creek Entertainment;119
American Ninja 3: Blood Hunt;3.6;3;0;1989;Cedric Sundstrom;1;Breton Film Productions;89
Physical Evidence;5.1;3;10;1989;Michael Crichton;1;Columbia Pictures;99
Worth Winning;5.8;1;15;1989;Will Mackenzie;1;A&M Films;103
Edge of Sanity;5.2;3;2;1989;Gérard Kikoïne;22;Allied Vision;85
Brenda Starr;4.8;6;1;1989;Robert Ellis Miller;1;AM/PM Entertainment;93
How I Got Into College;5.8;1;15;1989;Savage Steve Holland;1;Twentieth Century Fox;86
Mortal Passions;4.5;3;10;1989;Andrew Lane;1;Gibraltar Entertainment;92
Old Gringo;5.8;3;1;1989;Luis Puenzo;1;Columbia Pictures;119
Relentless;5.9;3;10;1989;William Lustig;1;Cinetel Films;92
Cheetah;6.0;7;1;1989;Jeff Blyth;1;Silver Screen Partners III;83
Monsieur Hire;7.6;1;10;1989;Patrice Leconte;17;Cinéa;81
Prancer;6.4;7;7;1989;John D. Hancock;1;Cineplex Odeon Films;103
Too Beautiful for You;6.8;3;15;1989;Bertrand Blier;17;Ciné Valse;91
Getting It Right;6.4;3;15;1989;Randal Kleiser;22;Management Company Entertainment Group (MCEG);102
Rude Awakening;4.8;3;15;1989;David Greenwalt;1;Aaron Russo Entertainment;100
Cookie;5.4;3;15;1989;Susan Seidelman;1;Lorimar Film Entertainment;94
Bloodhounds of Broadway;5.5;6;15;1989;Howard Brookner;1;American Playhouse Theatrical Films;93
The Toxic Avenger Part III: The Last Temptation of Toxie;4.4;3;0;1989;Michael Herz;1;Troma Entertainment;102
River of Death;4.3;3;0;1989;Steve Carver;1;Breton Film Productions;107
Staying Together;6.2;3;15;1989;Lee Grant;1;;91
Fast Food;4.5;1;15;1989;Michael A. Simpson;1;Double Helix Films;92
Martians Go Home;3.1;1;15;1989;David Odell;1;Edward R. Pressman Productions;89
Night Game;4.9;3;10;1989;Peter Masterson;1;Epic Productions;95
Romero;7.2;1;11;1989;John Duigan;1;Paulist Pictures;102
84C MoPic;6.9;3;7;1989;Patrick Sheane Duncan;1;Charlie Mopic;95
Rosalie Goes Shopping;5.8;6;15;1989;Percy Adlon;1;Bayerischer Rundfunk (BR);94
True Love;6.0;3;15;1989;Nancy Savoca;1;United Artists;104
Second Sight;4.4;6;15;1989;Joel Zwick;1;Lorimar Film Entertainment;83
A Chorus of Disapproval;5.6;6;15;1989;Michael Winner;22;Curzon Films;92
The Lemon Sisters;5.0;1;15;1989;Joyce Chopra;1;Lightyear Entertainment;93
Breaking In;6.1;3;1;1989;Bill Forsyth;1;Act III Communications;94
Crack House;5.5;3;0;1989;Michael Fischa;1;Silverman Entertainment;90
Goodfellas;8.7;3;11;1990;Martin Scorsese;1;Warner Bros.;146
The Godfather: Part III;7.6;3;10;1990;Francis Ford Coppola;1;Paramount Pictures;162
Total Recall;7.5;3;0;1990;Paul Verhoeven;1;Carolco Pictures;113
Pretty Woman;7.0;3;15;1990;Garry Marshall;1;Touchstone Pictures;119
Home Alone;7.6;6;15;1990;Chris Columbus;1;Hughes Entertainment;103
Ghost;7.1;1;7;1990;Jerry Zucker;1;Paramount Pictures;127
Dances with Wolves;8.0;1;1;1990;Kevin Costner;1;Tig Productions;181
Tremors;7.1;1;15;1990;Ron Underwood;1;Universal Pictures;96
Die Hard 2;7.1;3;0;1990;Renny Harlin;1;Twentieth Century Fox;124
Misery;7.8;3;7;1990;Rob Reiner;1;Castle Rock Entertainment;107
Kindergarten Cop;6.2;1;0;1990;Ivan Reitman;1;Universal Pictures;111
The Bonfire of the Vanities;5.6;3;15;1990;Brian De Palma;1;Warner Bros.;125
Teenage Mutant Ninja Turtles;6.8;6;0;1990;Steve Barron;1;888 Productions;93
Edward Scissorhands;7.9;1;7;1990;Tim Burton;1;Twentieth Century Fox;105
The Hunt for Red October;7.6;6;0;1990;John McTiernan;1;Paramount Pictures;135
Dick Tracy;6.1;6;0;1990;Warren Beatty;1;Touchstone Pictures;105
Awakenings;7.8;1;11;1990;Penny Marshall;1;Columbia Pictures;121
The Handmaid's Tale;6.0;3;7;1990;Volker Schlöndorff;1;Bioskop Film;108
Wild at Heart;7.2;3;15;1990;David Lynch;1;PolyGram Filmed Entertainment;125
Predator 2;6.3;3;0;1990;Stephen Hopkins;1;Davis Entertainment;108
RoboCop 2;5.8;3;0;1990;Irvin Kershner;1;Orion Pictures;117
The Witches;6.9;6;1;1990;Nicolas Roeg;22;Lorimar Film Entertainment;91
Jacob's Ladder;7.5;3;7;1990;Adrian Lyne;1;Carolco Pictures;113
Back to the Future Part III;7.4;6;1;1990;Robert Zemeckis;1;Universal Pictures;118
Darkman;6.4;3;0;1990;Sam Raimi;1;Renaissance Pictures;96
The Hot Spot;6.4;3;10;1990;Dennis Hopper;1;Orion Pictures;130
Cry-Baby;6.5;1;15;1990;John Waters;1;Universal Pictures;85
Presumed Innocent;6.9;3;16;1990;Alan J. Pakula;1;Warner Bros.;127
Arachnophobia;6.4;1;15;1990;Frank Marshall;1;Hollywood Pictures;109
Days of Thunder;6.1;1;0;1990;Tony Scott;1;Don Simpson/Jerry Bruckheimer Films;107
King of New York;7.0;3;10;1990;Abel Ferrara;33;Reteitalia;103
Gremlins 2: The New Batch;6.4;1;15;1990;Joe Dante;1;Warner Bros.;106
Rocky V;5.3;1;7;1990;John G. Avildsen;1;United Artists;104
Young Guns II;6.5;1;0;1990;Geoff Murphy;1;Morgan Creek Entertainment;104
Miller's Crossing;7.7;3;10;1990;Joel Coen;1;Circle Films;115
Revenge;6.2;3;0;1990;Tony Scott;1;New World Pictures;124
Lord of the Flies;6.4;3;1;1990;Harry Hook;1;Castle Rock Entertainment;90
Nikita;7.3;3;0;1990;Luc Besson;17;Gaumont;117
Mermaids;6.7;1;15;1990;Richard Benjamin;1;Orion Pictures;110
Child's Play 2;5.9;3;2;1990;John Lafia;1;Universal Pictures;84
Joe Versus the Volcano;5.8;6;15;1990;John Patrick Shanley;1;Warner Bros.;102
Slacker;7.1;3;15;1990;Richard Linklater;1;Detour Filmproduction;97
Flatliners;6.6;3;7;1990;Joel Schumacher;1;Columbia Pictures;115
Days of Being Wild;7.5;11;10;1990;Kar-Wai Wong;0;In-Gear Film;94
The Exorcist III;6.4;3;7;1990;William Peter Blatty;1;Morgan Creek Entertainment;110
Quigley Down Under;6.9;1;0;1990;Simon Wincer;36;Pathé Entertainment;119
Nightbreed;6.5;3;0;1990;Clive Barker;1;Morgan Creek Entertainment;102
The Two Jakes;6.2;3;10;1990;Jack Nicholson;1;88 Productions;137
Lionheart;6.2;3;0;1990;Sheldon Lettich;1;Imperial Entertainment Corporation;108
Internal Affairs;6.5;3;10;1990;Mike Figgis;1;Paramount Pictures;115
Three Men and a Little Lady;5.5;6;15;1990;Emile Ardolino;1;Touchstone Pictures;104
Problem Child;5.4;6;15;1990;Dennis Dugan;1;Universal Pictures;81
The Grifters;6.9;3;10;1990;Stephen Frears;1;Cineplex Odeon Films;110
My Blue Heaven;6.3;1;15;1990;Herbert Ross;1;Hawn / Sylbert Movie Company;97
The Rescuers Down Under;6.9;7;14;1990;Hendel Butoy;1;Silver Screen Partners IV;77
House Party;6.5;3;15;1990;Reginald Hudlin;1;Jackson/McHenry Company,The;100
Another 48 Hrs.;5.9;3;0;1990;Walter Hill;1;Paramount Pictures;93
Night of the Living Dead;6.9;3;2;1990;Tom Savini;1;21st Century Film Corporation;92
Pacific Heights;6.4;3;8;1990;John Schlesinger;1;Morgan Creek Entertainment;102
Postcards from the Edge;6.7;3;15;1990;Mike Nichols;1;Columbia Pictures;101
Henry & June;6.3;4;11;1990;Philip Kaufman;1;Universal Pictures;136
Hard to Kill;5.8;3;0;1990;Bruce Malmuth;1;Warner Bros.;96
Pump Up the Volume;7.2;3;15;1990;Allan Moyle;27;New Line Cinema;102
Hamlet;6.7;6;7;1990;Franco Zeffirelli;1;Icon Productions;135
The NeverEnding Story II: The Next Chapter;5.2;6;1;1990;George Miller;38;Warner Bros.;89
Men at Work;6.0;1;0;1990;Emilio Estevez;1;Epic Productions;98
Leatherface: Texas Chainsaw Massacre III;5.1;3;2;1990;Jeff Burr;1;Nicolas Entertainment;85
Reversal of Fortune;7.2;3;11;1990;Barbet Schroeder;1;Sovereign Pictures;111
Frankenhooker;6.2;3;15;1990;Frank Henenlotter;1;Levins-Henenlotter;85
State of Grace;7.2;3;0;1990;Phil Joanou;22;Cinehaus;134
Bird on a Wire;6.0;1;0;1990;John Badham;1;Universal Pictures;110
Memphis Belle;6.9;1;0;1990;Michael Caton-Jones;22;Enigma Productions;107
The 1s of Ford Fairlane;6.4;3;0;1990;Renny Harlin;1;Twentieth Century Fox;104
Marked for Death;6.0;3;0;1990;Dwight H. Little;1;Victor & Grais;93
Slumber Party Massacre III;4.6;3;15;1990;Sally Mattison;1;Concorde Pictures;87
Dreams;7.8;6;7;1990;Akira Kurosawa;21;Warner Bros.;119
Air America;5.8;3;0;1990;Roger Spottiswoode;1;Carolco Pictures;113
I Love You to Death;6.4;3;15;1990;Lawrence Kasdan;1;Chestnut Hill Productions;97
Class of 1999;5.9;3;0;1990;Mark L. Lester;1;Lightning Pictures;99
Death Warrant;5.7;3;0;1990;Deran Sarafian;1;Cannon Films;89
White Palace;6.5;3;7;1990;Luis Mandoki;1;Universal Pictures;103
Close-Up;8.3;11;11;1990;Abbas Kiarostami;13;Kanun parvaresh fekri;98
Quick Change;6.8;3;15;1990;Howard Franklin;1;Devoted Productions;89
Hardware;6.0;3;6;1990;Richard Stanley;22;Palace Pictures;94
Mr. Destiny;6.4;1;15;1990;James Orr;1;Laurence Mark Productions;110
The Freshman;6.5;6;15;1990;Andrew Bergman;1;TriStar Pictures;102
Blue Steel;5.7;3;0;1990;Kathryn Bigelow;1;Lightning Pictures;102
The Krays;6.6;3;11;1990;Peter Medak;22;Fugitive TV Productions;115
Navy Seals;5.6;3;0;1990;Lewis Teague;1;Orion Pictures;113
Graveyard Shift;4.9;3;2;1990;Ralph S. Singleton;1;Paramount Pictures;89
The Sheltering Sky;6.8;3;1;1990;Bernardo Bertolucci;22;Recorded Picture Company (RPC);138
Dark Angel;6.1;3;0;1990;Craig R. Baxley;1;Vision PDG;91
The Comfort of Strangers;6.3;3;7;1990;Paul Schrader;1;Erre Produzioni;107
Mo' Better Blues;6.6;3;7;1990;Spike Lee;1;Universal Pictures;130
Welcome Home, Roxy Carmichael;5.9;1;15;1990;Jim Abrahams;22;Incorporated Television Company (ITC);95
Bad Influence;6.3;3;7;1990;Curtis Hanson;1;Epic Productions;99
Look Who's Talking Too;4.7;1;15;1990;Amy Heckerling;1;TriStar Pictures;81
Rosencrantz & Guildenstern Are Dead;7.4;6;15;1990;Tom Stoppard;22;Brandenberg;117
Tales from the Darkside: The Movie;6.3;3;15;1990;John Harrison;1;Paramount Pictures;93
The Rookie;5.9;3;0;1990;Clint Eastwood;1;Warner Bros.;120
Green Card;6.2;1;15;1990;Peter Weir;17;Touchstone Pictures;107
Metropolitan;7.4;1;15;1990;Whit Stillman;1;Westerly Films;98
Europa Europa;7.6;3;7;1990;Agnieszka Holland;38;Bayerischer Rundfunk (BR);112
Cyrano de Bergerac;7.5;6;15;1990;Jean-Paul Rappeneau;17;Caméra One;137
Almost an Angel;5.6;6;15;1990;John Cornell;1;Ironbark Films;95
Everybody Wins;5.1;3;7;1990;Karel Reisz;22;Recorded Picture Company (RPC);97
Truly Madly Deeply;7.2;6;15;1990;Anthony Minghella;22;British Broadcasting Corporation (BBC);106
Havana;6.1;3;7;1990;Sydney Pollack;1;Mirage Enterprises;144
DuckTales the Movie: Treasure of the Lost Lamp;6.9;7;14;1990;Bob Hathcock;17;Disney Television 14;74
The 5 House;6.1;3;7;1990;Fred Schepisi;1;Pathé Entertainment;123
Life Is Sweet;7.5;3;15;1990;Mike Leigh;22;British Screen Productions;103
Jetsons: The Movie;5.6;7;14;1990;Joseph Barbera;1;Hanna-Barbera Productions;82
White Hunter Black Heart;6.6;6;1;1990;Clint Eastwood;1;Malpaso Productions;112
Avalon;7.2;6;7;1990;Barry Levinson;1;TriStar Pictures;128
Narrow Margin;6.6;3;0;1990;Peter Hyams;1;Carolco Pictures;97
Cadillac Man;5.7;3;15;1990;Roger Donaldson;1;Orion Pictures;97
Taking Care of Business;6.5;3;15;1990;Arthur Hiller;1;Hollywood Pictures;108
Texasville;6.0;3;7;1990;Peter Bogdanovich;1;Cine-Source;123
The Guardian;5.4;3;7;1990;William Friedkin;1;Universal Pictures;92
Repossessed;4.8;1;15;1990;Bob Logan;1;Carolco Pictures;80
Fire Birds;4.8;1;0;1990;David Green;1;Nova International Films;85
Miami Blues;6.4;3;15;1990;George Armitage;1;Tristes Tropiques;97
The Field;7.4;1;7;1990;Jim Sheridan;14;Granada Television;107
After Dark, My Sweet;6.6;3;10;1990;James Foley;1;Avenue Pictures;114
Alice;6.6;1;15;1990;Woody Allen;1;Jack Rollins & Charles H. Joffe Productions;106
Side Out;5.5;1;15;1990;Peter 35son;1;Aurora;100
The First Power;5.7;3;10;1990;Robert Resnikoff;1;Interscope Communications;98
Delta Force 2: the Colombian Connection;4.9;3;0;1990;Aaron Norris;1;Cannon Films;111
Desperate Hours;5.4;3;0;1990;Michael Cimino;1;Dino De Laurentiis Company;105
Ju Dou;7.7;1;7;1990;Yimou Zhang;15;15 Film Co-Production Corporation;95
Cadence;6.5;1;7;1990;Martin Sheen;1;The Movie Group;97
Brain Dead;6.0;3;2;1990;Adam Simon;1;Concorde Pictures;85
The Hairdresser's Husband;7.3;3;15;1990;Patrice Leconte;17;Lambart Productions;82
Ernest Goes to Jail;5.4;6;15;1990;John R. Cherry III;1;Silver Screen Partners IV;81
Madhouse;5.5;1;15;1990;Tom Ropelewski;1;Orion Pictures;90
A Cry in the Wild;5.6;6;0;1990;Mark Griffiths;1;Concorde Pictures;82
The Long Walk Home;7.3;6;7;1990;Richard Pearce;1;Dave Bell Associates;97
Mountains of the Moon;7.2;3;1;1990;Bob Rafelson;1;Carolco Pictures;136
Two Evil Eyes;6.1;3;2;1990;Dario Argento;33;ADC Films;120
Mr. & Mrs. Bridge;6.6;1;7;1990;James Ivory;22;Cineplex Odeon Films;126
Trust;7.4;3;15;1990;Hal Hartley;22;Channel Four Films;107
Crazy People;6.0;3;15;1990;Tony Bill;1;Paramount Pictures;90
A Shock to the System;6.7;3;15;1990;Jan Egleson;1;Brigand Films;88
The Boyfriend School;5.8;1;15;1990;Malcolm Mowbray;22;Hemdale;101
Roger Corman's Frankenstein Unbound;5.5;3;7;1990;Roger Corman;1;The Mount Company;85
Nuns on the Run;6.0;1;15;1990;Jonathan Lynn;22;HandMade Films;89
Q&A;6.6;3;10;1990;Sidney Lumet;1;Regency International Pictures;132
An Angel at My Table;7.5;3;11;1990;Jane Campion;26;Hibiscus Films;158
Stanley & Iris;6.4;1;7;1990;Martin Ritt;1;Metro-Goldwyn-Mayer (MGM);104
Flashback;6.2;3;0;1990;Franco Amurri;1;Paramount Pictures;108
Men Don't Leave;6.7;1;15;1990;Paul Brickman;1;The Geffen Company;115
Ski Patrol;5.2;6;0;1990;Richard Correll;1;Epic Productions;91
Ghost Dad;4.4;6;15;1990;Sidney Poitier;1;Universal Pictures;83
Book of Love;6.2;1;15;1990;Robert Shaye;1;New Line Cinema;82
Hidden Agenda;6.9;3;7;1990;Ken Loach;22;Hemdale;108
Everybody's Fine;7.7;1;7;1990;Giuseppe Tornatore;33;Erre Produzioni;118
Spaced Invaders;5.3;6;1;1990;Patrick Read Johnson;1;Silver Screen Partners IV;100
Meet the Applegates;5.5;3;15;1990;Michael Lehmann;1;Cinemarque Entertainment;90
Betsy's Wedding;5.6;3;15;1990;Alan Alda;1;Touchstone Pictures;94
Def by Temptation;4.7;3;2;1990;James Bond III;1;Bonded Filmworks;95
Heart Condition;5.6;3;15;1990;James D. Parriott;1;New Line Cinema;100
My Father's Glory;7.6;7;1;1990;Yves Robert;17;Gaumont;105
Vincent & Theo;6.9;1;11;1990;Robert Altman;17;Belbo Films;138
Streets;5.7;3;0;1990;Katt Shea;1;;85
Stella;6.2;1;7;1990;John Erman;1;The Samuel Goldwyn Company;109
The Forbidden Dance;3.9;1;7;1990;Greydon Clark;1;21st Century Film Corporation;97
Loose Cannons;4.9;3;0;1990;Bob Clark;1;TriStar Pictures;94
A Tale of Springtime;7.2;6;15;1990;Éric Rohmer;17;Compagnie Eric Rohmer (CER);108
To Sleep with Anger;7.2;6;7;1990;Charles Burnett;1;SVS Films;102
Where the Heart Is;6.0;3;15;1990;John Boorman;1;Touchstone Pictures;107
Love at Large;5.7;3;15;1990;Alan Rudolph;1;David Blocker Productions;97
Boiling Point;6.8;11;0;1990;Takeshi Kitano;21;Bandai Visual Company;96
Downtown;5.7;3;0;1990;Richard Benjamin;1;Pacific 5;96
Short Time;6.4;1;15;1990;Gregg Champion;1;Gladden Entertainment;97
American Ninja 4: The Annihilation;4.0;3;0;1990;Cedric Sundstrom;1;The Cannon Group;99
Gate 2: The Trespassers;4.8;3;12;1990;Tibor Takács;27;Vision PDG;93
Come See the Paradise;6.7;3;7;1990;Alan Parker;1;Twentieth Century Fox;138
The Garden;6.4;2;7;1990;Derek Jarman;22;Basilisk Communications;92
Lambada;3.5;6;7;1990;Joel Silberg;1;Cannon Films;104
The Shrimp on the Barbie;5.7;1;15;1990;Director;36;Unity Pictures;90
May Fools;7.3;3;15;1990;Louis Malle;17;Nouvelles Éditions de Films (NEF);107
The Last of the Finest;5.8;3;0;1990;John Mackenzie;1;Orion Pictures;106
Strangers in Good Company;7.7;6;7;1990;Cynthia Scott;27;National Film Board of 27 (NFB);101
Opportunity Knocks;6.0;1;15;1990;Donald Petrie;1;Imagine Films Entertainment;103
Funny About Love;4.9;1;15;1990;Leonard Nimoy;1;Duffy Films;101
Graffiti Bridge;4.5;1;7;1990;Prince;1;Paisley Park Films;90
Coupe de Ville;6.7;1;15;1990;Joe Roth;1;Morgan Creek Entertainment;99
Sibling Rivalry;5.4;1;15;1990;Carl Reiner;1;Castle Rock Entertainment;87
Vital Signs;5.4;3;7;1990;Marisa Silver;1;Twentieth Century Fox;103
Body Chemistry;4.3;3;7;1990;Kristine Peterson;1;Concorde-New Horizons;84
The Haunting of Morella;4.4;3;2;1990;Jim Wynorski;1;Concorde-New Horizons;82
The Fourth War;5.6;3;7;1990;John Frankenheimer;1;Kodiak Films;91
Tune in Tomorrow...;6.2;1;15;1990;Jon Amiel;1;Odyssey;107
Impulse;5.7;3;10;1990;Sondra Locke;1;Warner Bros.;109
La discrète;7.0;0;7;1990;Christian Vincent;17;17 3 Cinéma;94
Heaven and Earth;7.0;1;0;1990;Haruki Kadokawa;21;Haruki Kadokawa Films;125
Crossing the Line;5.8;3;10;1990;David Leland;22;Palace Pictures;93
Mindwalk;7.6;6;7;1990;Bernt Amadeus Capra;1;Atlas;112
The Nasty Girl;7.3;1;15;1990;Michael Verhoeven;24;Filmverlag der Autoren;92
Archangel;6.5;11;15;1990;Guy Maddin;27;Cinephile;90
Terminator 2: Judgment Day;8.5;3;0;1991;James Cameron;1;Carolco Pictures;137
Point Break;7.3;3;0;1991;Kathryn Bigelow;1;Largo Entertainment;122
The Silence of the Lambs;8.6;3;10;1991;Jonathan Demme;1;Strong Heart/Demme Production;118
Hook;6.8;6;1;1991;Steven Spielberg;1;Amblin Entertainment;142
Boyz n the Hood;7.8;3;10;1991;John Singleton;1;Columbia Pictures;112
Cape Fear;7.3;3;10;1991;Martin Scorsese;1;Amblin Entertainment;128
Career Opportunities;5.9;1;15;1991;Bryan Gordon;1;Hughes Entertainment;83
The Addams 13;6.9;1;15;1991;Barry Sonnenfeld;1;Orion Pictures;99
Thelma & Louise;7.5;3;1;1991;Ridley Scott;1;Pathé Entertainment;130
Y Tu Mamá También;7.6;0;7;1991;Alfonso Cuarón;34;Anhelo Producciones;106
Robin Hood: Prince of Thieves;6.9;1;0;1991;Kevin Reynolds;1;Warner Bros.;143
The Doors;7.2;3;11;1991;Oliver Stone;1;Bill Graham Films;140
Beauty and the Beast;8.0;7;14;1991;Gary Trousdale;1;Walt Disney Pictures;84
Fried Green Tomatoes;7.7;1;7;1991;Jon Avnet;1;Universal Pictures;130
JFK;8.0;3;7;1991;Oliver Stone;1;Warner Bros.;189
The Rocketeer;6.5;6;0;1991;Joe Johnston;1;Walt Disney Pictures;108
My Girl;6.9;6;15;1991;Howard Zieff;1;Columbia Pictures;102
Backdraft;6.7;3;0;1991;Ron Howard;1;Imagine Films Entertainment;137
Bill & Ted's Bogus Journey;6.3;6;1;1991;Peter Hewitt;1;Nelson Entertainment;93
Father of the Bride;6.5;6;15;1991;Charles Shyer;1;Touchstone Pictures;105
City Slickers;6.8;1;15;1991;Ron Underwood;1;Castle Rock Entertainment;113
Don't Tell Mom the Babysitter's Dead;6.3;1;15;1991;Stephen Herek;1;Home Box Office (HBO);102
The Fisher King;7.5;3;15;1991;Terry Gilliam;1;TriStar Pictures;137
Sex and Zen;5.6;3;15;1991;Michael Mak;0;Golden Harvest Company;99
Sleeping with the Enemy;6.3;3;7;1991;Joseph Ruben;1;Twentieth Century Fox;99
The Beautiful Troublemaker;7.6;2;7;1991;Jacques Rivette;17;Pierre Grise Productions;238
Return to the Blue Lagoon;5.2;1;1;1991;William A. Graham;1;Columbia Pictures;102
The Last Boy Scout;7.0;3;0;1991;Tony Scott;1;Geffen Pictures;105
Star Trek VI: The Undiscovered Country;7.2;6;0;1991;Nicholas Meyer;1;Paramount Pictures;110
My Own Private Idaho;7.0;3;7;1991;Gus Van Sant;1;New Line Cinema;104
Drop Dead Fred;5.9;1;15;1991;Ate de Jong;1;PolyGram Filmed Entertainment;103
Hot Shots!;6.8;1;0;1991;Jim Abrahams;1;Twentieth Century Fox;84
Hudson Hawk;5.8;3;0;1991;Michael Lehmann;1;TriStar Pictures;100
The Prince of Tides;6.7;3;7;1991;Barbra Streisand;1;Columbia Pictures;132
Barton Fink;7.7;3;15;1991;Joel Coen;22;Circle Films;116
Nothing But Trouble;5.1;1;15;1991;Dan Aykroyd;1;Applied 0;94
What About Bob?;7.0;6;15;1991;Frank Oz;1;Touchstone Pictures;99
Naked Lunch;7.0;3;7;1991;David Cronenberg;27;Recorded Picture Company (RPC);115
Teenage Mutant Ninja Turtles II: The Secret of the Ooze;6.0;6;0;1991;Michael Pressman;1;Golden Harvest Company;88
The Naked Gun 2½: The Smell of Fear;6.9;1;15;1991;David Zucker;1;Paramount Pictures;85
Double Impact;5.6;3;0;1991;Sheldon Lettich;1;Stone Group Pictures;110
The Commitments;7.6;3;15;1991;Alan Parker;14;Beacon Communications;118
The Man in the Moon;7.3;1;7;1991;Robert Mulligan;1;Metro-Goldwyn-Mayer (MGM);99
The Double Life of Véronique;7.8;3;7;1991;Krzysztof Kieslowski;17;Sidéral Productions;98
New Jack City;6.7;3;0;1991;Mario Van Peebles;1;Warner Bros.;97
Toy Soldiers;6.6;3;0;1991;Daniel Petrie Jr.;1;TriStar Pictures;111
The People Under the Stairs;6.4;3;15;1991;Wes Craven;1;Universal Pictures;102
Regarding Henry;6.7;1;7;1991;Mike Nichols;1;Paramount Pictures;108
Bugsy;6.8;3;11;1991;Barry Levinson;1;TriStar Pictures;136
Doc Hollywood;6.2;1;15;1991;Michael Caton-Jones;1;Warner Bros.;104
Delicatessen;7.6;3;15;1991;Marc Caro;17;Constellation;99
Night on Earth;7.7;3;15;1991;Jim Jarmusch;17;Victor Company of 21 (JVC);129
Child's Play 3;5.1;3;2;1991;Jack Bender;22;Universal Pictures;90
Freddy's Dead: The Final Nightmare;4.9;3;12;1991;Rachel Talalay;1;New Line Cinema;89
Oscar;6.5;6;15;1991;John Landis;1;Joseph S. Vecchio Entertainment;109
The Lovers on the Bridge;7.6;3;7;1991;Leos Carax;17;Films A2;125
Highlander II: The Quickening;4.2;3;0;1991;Russell Mulcahy;22;Davis-Panzer Productions;91
